,Review,Rating
17968,"average best needs work, prior leaving trip ocean blue 14-19 2005 read reviews extensively appreciate advice travelers, findings rooms beautiful especially bathrooms, stayed villa 6 floor ocean view vip rooms, did not king bed requested nice room, bathroom nicest bathrooms seen hotels comparable bellagio hotel bathrooms las vegas, bathroom marble jacuzzi tub separate shower double vessel sinks, sounds like reviewers bathrooms villa 6 different, given choice upgrade villa 6. fully stocked refrigerator arrival bottled water sodas red wine white wine brugal rum absolut vodka johnny walker presidente beer, items not restocked entire stay, fruit basket arrival arrangement tropcial fruits pineapple absolutely delicious.- food definitely just average best, little variety specialty restaurants dominican mexican italian american served similar foods buffet, best restaurant italian having tried restaurants course stay, no reservations needed entire stay, coffee bar wonderful place comparable starbucks home, hot drinks included iced coffees extra, annoying tropical area iced drinks free-flowing, drinks bar good, loved frozen drinks, bartenders extra alcohol drinks appreciated.- service great exception villa concierge, bartenders waiters massage therapists hosts tried helpful make time enjoyable, complaint concierge, margarite daily not helpful, offered additional information asked, know vip package included ask vouchers, definitely did not offer voluntarily, kind person knows exactly package includes specifically request item, margarite reserved dinner beach night bucaneer restaurant seafood normally require additional surcharge included package, arrived restaurant realized placed reservation nor given papers host, host no idea coming proceeded tell pay extra, angry especially having confirmed time reservation margarite day, luckily knew kept papers promptly proceeded present host, not pleasant experience not bear look margarite, dinner beach definitely over-rated, lobsters huge n't appetizing, friends not finish half lobster noticed waiter placed uneaten half grill hopefully not serve customer entertainment average, nightly entertainment conducted spanish, casino open small, pay u.s. dollars not u.s. coins pay slot chips forcing drop slot machine, disco open trendy design not, bowling alley open quite nice, brand new brunswick equipment shoes balls whcih nicer bowling alleys u.s. expensive 15 game, upstairs bowling alley pool hall nice, music location far best, thing not open spa, massages poolside beachside cabanas translucent shades, essentially make aware privacy issue you.- pools nice completed, nice swim-up bar, complaints pool closed nightly 7 pm ridiculous, lifeguards n't opening pool night issue.- beach clean nice lounge chairs, topless optional.- excursions, did book 3-hr atv excursion 55 person negotiate, gave glimpse towns living situations scenery dominican republic, trip included atving beach amazing, usually not permitted places like hawaii land preservation, probably highlight trip.over relaxing trip not classy entertaining liked, land all-inclusive probably, cruising probably better way,  ",2
17976,"mixed review read reviews site chose travel ocean blue/sands, traveled single mother 16 yr. old daughter 19 yr. old son, single parent resort couples families, paid oceanfront deluxe junior suite upgrade, reached hotel 1 pm no available rooms went main buffet dining room lunch, say best thing resort food degreed executive chef, took room exactly 3 pm not junior deluxe suite remain room half hour searched correct room, new room deluxe suite oceanview not oceanfront nice, approx, 6 oceanfront rooms entire resort, different mattresses queen sized beds rock hard, son slept day bed equally hard, backaches entire trip, language real issue, 98 staff not speak english, tried tell housekeeping 3 room needed day bed sheets pillow blankets took 3 days finally understand towels, kept leaving 2 sets towels 1st days, paying deluxe suite supposed included extras beach towels room cigars special meals etc. got nothing, all-inclusive includes gratuities single staff member ran looked hand american bills waiting given him/her single staff person, expected tipped did, 3 people helped luggage expected tipped, male counted money given, employee pasta station main buffet dining hall asked son money, time called desk waited 20 30 rings answered, oj n't went breakfast 9:30, beware, no drinking age children served alcohol request time day, mimosa bloody mary stoli station main dining hall morning, beware, teen daughter beware male staff tries lure resort date, 23 year old entertainment employee native dr try talk daughter leaving resort disco daughter 16, golfer unfortunately no comments regarding golf resort, golfers 9 holes course completed, ocean blue/sands guests discount, 9 holes 57 18 holes 75, caddies optional certainly not required seasoned golfer, 9 holes quite nice, flora fauna premature years magnificent, beware, prices quoted time home pay quite bit exchange domincan peso, charge account came 20, example pair shorts bought 46 came statement 75, concierge golf brochure packages courses island, seasoned golfer advantage playing playa grande teeth dog punta cana dye fore, spectacular courses worth discounted prices, set buildings refer villas concierge desk managed individual speak english not entrance, duty 8 12 noon 4 8 pm, make reservations dinner restaurant main buffet dining hall reservations day advance not, free massages, reservations day advance no day advance, 30 minute massage supposed included voucher got 20 minutes, shortage masseuses n't book early day luck, restaurant main dining hall max 20 tables, went not close capacity, n't know handle dining running capacity, main dining room huge, dominican restaurant rt, 66 exceptional, las brasas mexican italian restaurants left things desired, restaurants not completed, going away surprise lobster dinner las brasas n't tell end trip, unfortunately overcook food good reason lobster overcooked consistency mashed potatoes, nice gesture hotel, read lot reviews site lot broken glass beach, did not resort property did glass outside resort, left resort march 16th, beware, n't shops open forget home wo n't able, fitness center not open, spa not open, casino not open, theater not open, places open pool beach children center 5 restaurants, climbing wall no, trampoline no, supposed motorized sports no charge nothing available no understand just stopped trying, magnificent pools, ca n't say beautiful enormous, pool lover place, like sax music sax player plays day lunch las brasas actually not called day restaurant beach serves lunch sax player hypnotize music utterly magnificent, bottled water restaurants beach room, drink, children did not resort drank water glass served table, son got diarrhea day left got day left daughter got day left, 5 days went doctors returned states not fun, drink bottled water, new resort paid trip knowing did n't matter flora fauna not mature areas planted, did n't matter not restaurants completed, did matter did not tell fitness center not open distance runner gym nut, work day home did n't want routine interrupted, unfortunately n't thing run resort couple times day, did chin ups shade apparatus beach lack pull-up bar gym, way beach magnificent water sand beach chairs palm trees shade casitas, positive thing wanted point bathrooms junior deluxe suite beautiful comparable seasons resort, no problems hot water water pressure earlier reviews expressed, overall really terrific resort albeit premature premature, not return certainly recommend caution wait couple years time perfect trying deliver accomplish,  ",2
17978,"totally agree husband 3 kids went week feb 5 12 agree poor rating- pretty imagine beautiful complete- poor kids club no activities children plus n't people there- 50 total- disappointed,  ",2
17987,"pay time honolulu disappointed hotel, requested room upper floor away elevator did end, middle floor right elevator, not change room days, hotel undergoing renovations told complete 12/31/07, 12/27/07 tough tell renovated definately not rooms, nickel dimed, wanted hair dryer 1/day extra, wanted iron 1/day extra, parking 15/day extra problem parking ticket gate everytime entered exited, finally moved different room, slight view ocean room small date, customer service reps helpful crabby, price reasonable hawaii hotel not worth price,  ",1
17992,"solid 2 rating, stayed waikiki resort hotel weeks february 2005. no major problems rate pay hotel share positives negatives, going waikiki traveling budget likely place, hotel clean staff generally friendly, rooms cleaned daily sleeping acceptable, views blocked adjacent buildings portion beach surf 16th floor room, elevators not consistently fast slow fast slow.on negative parking 10 night typical area not look luxury features said painting wallpaper noticeably patched places furnishings dated drawers having broken slides drawers fall opened ac vents ultra dusty functioning, tub dinky small believe reviews say, pay movies messed started middle, upsetting number calls 20 went got billed 3.50, personally heard comptuer speaker sprint hotel tested destination modem not remove bill__Ç little unseen hidden charge 70 80dollars worth guess.i rate stars exactly o.k problems, probably look,  ",2
17994,"moldy hairy smelly mislead 3-star rating, lobby looked great rooms looked ok internet, got room gave mold growing shower curtain black hairs bathroom, carpet gross room smelled, complained received room little cleaner smelled little gave ocean view, stay, redeeming value block beach,  ",1
18000,"horrible filthy college roommate stayed casa alta vista night vieques, like add 40 travel frequently individual families, fully aware not going beautiful hotel inn reviews stressed clenliness booked night based close proximity biobay, shocked entered room filthy dirty toilet floor bathroom sheets looked like n't washed weeks, pull beds request new sheets make beds, not fun considering look touch stained mattresses, given bottle bleach paper towels clean mess bathroom disgusting, not stay, nice place esperanza, reviews absolutely coming directly owner casa alta vista nobody right mind great reviews no way advise, n't ruin vacation staying dump not able sleep,  ",1
18020,"huge telephone stayed 5 days casa camper, service nice helpful, flaws, day checked hotel asked cost make international calls, girl entrance told 1 5 minutes sounds reasonable not rip price hotels taking, received end stay pay 23 13 minutes time, calls no answered e.g, 3 second 0.40 no answering machine answered issue friends stayed barcelona came visit hotel personnel let end showed 14.10 visit, nobody told fee involved letting friends, known fact letting people in.besides flaws stay ok hotel simple price 235 euro definitely not worth stay, stayed night marina hotel cost little 280 euros definitely 5 star hotel, free food important think delicious food taste streets barcelona, hotel nice price high important real facts pay telephone friends visit,  ",2
18031,"not fall hell location convinient hotel location believe not worth, terrible service terrible staff attitud did not help cellphone, ruined staying florence, traveler hotels world seen terrible service, located hotels,  ",1
18036,"cheated walked asked room staff showed nice room 2nd floor, agreed stay 5 nights told room 1st night, agreed 2nd room offered smaller half size 1st room, did n't feel like looking hotel stayed, certainly not recommend hotel,  ",2
18062,"staff rude unhelpful really not impressed hotel, it__Ç_é_ ywca transformed so-called hotel, certainly paying hotel prices 200 night felt like staying youth hostel, instance no carpet room instead sort yellow linoleum floor tiles you__Ç_éö school classroom, shower cubicle like school changing room absolutely shampoo container shower apart floor cubicle minutes you__Ç_éö shampoo bottle floating water accumulating happily shower, shower head fixed place way switch shower place arm underneath shower head soaked freezing cold water, despite sign bathroom telling room smoking__Ç charged huge sums money clean__Ç room room smelt smoke stay room absolutely reeked smoke arrived receded day, furniture veneered plywood conveniently placed shelf just bed bang head sat up.the worst aspect stay palaver room keycards, day we__Ç_éö spent hours walking boston following freedom trail went way room eighth floor refresh bit rest, arrived room keycards wouldn__Ç_é_ work, went way reception man desk fiddled bit muttered room supposedly, reprogrammed key cards, did sort apology reprogrammed key cards asking id make sure people supposed staying room, feel like just annoyance, exactly thing happened fourth day fifth final day, told woman reception desk time happened no apology forthcoming feel extremely unwelcome undervalued, felt welcome turned marriot custom house hotel day viewing observatory, weren__Ç_é_ paying cent treated courteously felt welcome, certainly not recommend hotel aspect stay boston wasn__Ç_é_ absolutely wonderful,  ",1
18103,"miss hotel grubby.breakfast served cramped conditions poor quality food beveridges.air condition controlled staff switched complaining day,  ",1
18127,"learned lesson major disappointment used online service booked ramada limited tukwila attributes hotel general location not pay non-refundable numerous times years, satisfied, experience changed travel reservation habits forever, dissatisfaction does n't begin experience, stunned like it.there large confusion seattle ramadas, 4 5, called inn, ramada inn suites near sea-tac, place talking ramada limited tukwila, book hotel knowing, stay ramada, just fact facility scares me.i stayed nights wanted run hour arriving stuck paid late, van picked old did n't look business-like upholstery stained, 2 miles north sea-tac old pacific highway run-down/transitional neighborhood, casinos smoke rooms area, miles north ramada inn suites october confused review, arrival group 6 7 unsavory scary looking characters hanging corner 139th just arriving, feet door.i walked lobby night getting medical conference marriott-seatac lobby small court-tv blast lobby, lobby look decay old dusty fake flowers unhealthy plants ugly furniture.the place 38 rooms lucky got room right lobby, not sleep lobby tv loud, afraid ask turn did n't want leave room draw attention alone.decided cup decaf coffee turned coffee cups totally filthy, coffee residue easily seen felt resident not washed did water glasses, absolutely filthy, sick, turned morning clean ones room returned late night, pulled covers bed did not know make bed did n't make person, rumpled unkempt-looking, seen like years staying hotels, furniture old spare plastic, plumbing did n't work bathtub sink did not drain, took shower morning left room hour later standing water despite attempts, not mention hair ground-in dirt floor.this morning left airport showed downstairs said driver right, actuality spent 30 minutes doing things waited requests, paid no attention need airport, ignored standing, flight making reservations online problems misses hotel appalled definitely change reservation habits.evidently limited, not confused ramada inn including ramada inn suites near airport, limited far airport not neighborhood tourist want visit, people probably confuse international blvd, near airport probably nicer, boonies price paid opposed got definitely dump,  ",1
18191,"good starting point ruined lack service staff training communication star hotel hilton chain considers star hotel, hotel building facilities wonderful fully standard star hotel, especially loved outdoor pool lounge area, room spacious negative mattress way firm skinny uncomfortable, internet access included bring laptop use lobby ones business center hefty minute charge tacky, did not rate hotel higher, people work not task running star hotel, asked turn service forgot, day asked clean bathroom floor came n't it.- housekeeping kept rearranging makeup beauty bag.- asked hardboiled egg breakfast day forgot day different people brought total eggs, maitre d claimed day day stay breakfast not included rate, politely told asked confirm desk, started discussion, believe, star hotel, wanted sign blank check refused end allowed included breakfast, breakfast told right breakfast included rate, asked make sure make note n't run problem later, day new maitre d told breakfast not included rate story, check receptionist presents days breakfast turns maitre d billed breakfast days messed maitre d signed check, appalled politely explain situation does receptionist, starts discussion starts calling bunch people phone right, finally gets phone says breakfasts doing favor seeing think perfectly normal book day stay included breakfast days, experienced longer check out.i truly hope high hilton chain reads does, hotel beautiful certainly star paper not star terms service staff training communication, encountered staff member thought did good job unfortunately n't remember female receptionist, needs lot training, hotel people stay return, unfortunate n't know place good starting point accomplishes ruin completely,  ",2
18198,"average short stay average place, arrived 11pm, reception glanced passport told staying 2 night fact booked pre-paid 3 nights, given room key told floor, no mention facilities available.bedroom measured 3 metres x 3 metres bathroom 1 metre wide x 2 metres long, no spare power-points no international adapter available bought sg3 sim lim square price sg105 night street half book online agency, hotel far walk taxi prompt cheap drivers talkative friendly speak excellent english.the bonus room delivery meals night.do not use inhouse internet sg3 hour peter,  ",2
18200,"disapponted booked hotel nights celebrate honeymoon, read hotel wallpaper guide.we ended leaving day early disappointed rooms especially service.service bad, ask times receive confirmation booking- no parking spaces left car dont valet parking, drive near hotel park car-we called ask cancel room second day told not problem, checked day wanted pay second night despite informed day, long argument agreed cancel penalty promised.rooms not live price-nice design spacey nice colors-shower/tub room bed guess people like minibar-small kitchen ones wants cook-beds short 190cm tall legs stick poor hotel considering price asking.second day switched bradenburger hof fantastic pricewill,  ",1
18204,"not recommended unfriendly arrogant despite hip surroundings interior lux 11 not place recommend, problems started phone enquiry simply referred website information guy phone repeatedly referred website question asked, misquote price substantial sum given lack availability, desk staff clearly annoyed having field innocent enquiries did not make pleasant atmosphere, staff let room late night room occupied, check extended delay claimed not paid advance, discovering offered no apology, not recommended, standard boast better staying lesser star establishment better service, dont,  ",2
18205,"n't expect extra property website quoted price 105 night, considered price little low median price compared properties, beings traveling budget time thought good expensive option, booked trip realized 105 night actually average, nights ranged 125 think 81, realized normal rate 81 considered different property, property sets spa like relaxing facility far reality, stayed floor looking busy ala moana blvd parking garage, room considered premium room person desk, assuming russey park hilton waterfall street, unfortunately included premium room daily wake construction deliveries starting 5:30 morning drilling banging, imagine not big problem slider windows upgraded recently soundproof, construction come noise busy road got louder morning progressed unlikely away better buffer noise make big difference, asked aqua properties told building non-premium room not compensated difference room rate, not pleased option felt did not represent great customer service, did n't look location booked big mistake, far north waikiki, quite walk heart waikiki couple block walk ala moana mall, generally room fairly clean expect 81 night, fold mattress hide-a-bed couch needed upgraded uncomfortable sleep, tv small attached ceiling expect hospital, tv far bed day did realize included dvd player, kitchenette consisted exactly reported website kinda thrown, used long waits taking stairs elevators building excessively slow, pool, width standard cubicle l shape, wet, breakfast morning literally includes fruit muffins juice coffee, probably sufficient people suggest purchasing additional items keeping room supplement limited fair, looking stay budget n't mind inconveniences listed fairly clean reasonable option,  ",2
18207,"aqua palms saw review stated house keeping did n't provide clean glasses everyday room dirty management discredited review, poor management response problem, say did n't receive clean glasses daily nothing cleaned received fresh linens bed, old hotel elevators n't work everyday stairs, ghetto, manager respond sweet staff kind hotel needs alot work, night actually got lucky caught elevator staff raid hand, asked going, said got ants 5th floor, n't know experienced beatle room, manager friendly staff organized great wednesday night happy hour free drinks live music food, say manager definitely knows come offered free coctails awesome guitarist drummer, needs improve cleaning staff s standards, guest services awesome cleanliness use improvement,  ",2
18208,"horrid experience room stayed dirty small got house keeping, day cake bed no fresh towles no fresh cups coffee..etc.. stayed low budget hotels better service hotel,  ",1
18229,"fleas room, terrible experience, ok arrived oah'u hour flight really wanted settle relax new digs, got garage entrance 60 degree incline barely wide midsize car nothing just makes want walk, vacant musty stairwell bags arriving nondescript elevator takes pleasant lobby, staff nice free water bottles arrival map area attractions, point things looking, took crowded elevator room walked stinky hallway smelled like cigarettes feet lanai promised booked reservation nonexistent, partial view ocean pay 30 night joke, basically tiny slice ocean no beach cocked head imposing view massive construction, immediately called downstairs lack lanai apologized said room asked days no offer refund difference days, changed shorts tried wrap work n't complete plane thirty minutes sitting desk legs started itching, 15 minutes later legs looked like constellation formed, literally fleas, furious felt like hotel reviewer ocean 13. itching mildewish room shocked, immediately called hotels hopped shower changed clothes went downstairs asked checked, told desk literally eaten alive fleas room offered said no way polite voice muster, asked bites leg, showed demanded refund 20 parking room albeit reluctantly complied, booked doubletree great stay nicer accommodations, worth extra bucks folks.i not terribly particular person rarely complain food hotel service, worst hotel experience ive encountered, stay away hotel shocked dump 10,  ",1
18230,"good spending time hawaii cheap not good vacation spot border ok not ok, price great, people really nice, place felt pretty safe, room did n't mold, paint job looked old, according sites said improvements didnt unless talking bathroom good room, bed definitely looked slept, just old damp look paint job sheets, not really vacation spot, like cheap safe motel stay hawaii, bed worst, rating 1-5 raring 1. bed took atleast 1/2 room not including bathroom area, bed ruined ok room, short distance great beaches, walk resort door cool stuff, bathrooms heard n't great, thought bathrooms best, clean new granite counter tops gve 5 5. dont expect eggs free breakfast b/c no eggs, cheap ok place near cool expensive places u enjoy.and looks nicer resort expensive super cool, cant really beach 11th floor thats toppest floor right pent house, places sorrunding areas really expensive eat, not really places large portions food, order 10 bucks places food 2 like ordering 5 dollars plate, pizza great, especially th resort door, toppings fresh loaded really good pizza,  ",2
18244,"reading good reviews booked room hotel, live neighbor island visit honolulu pretty regularly hotel impossible locate, went check no king beds known n't booked, finally went sixth floor, did best accomodate needs room tiny toilet ran night television set ceiling mounted making difficult watch, room clean carpet drapes new furniture old shoddy, looking lowest priced place sleep short sheeted bed annoyed situation, parking fee high 15 day garage tightest, hotel centrally located bed comfortable sleep small fridge micro cups plates bowls 2 time pay 50.00 stay better quality hotel,  ",2
18250,"just say no tripadvisor terrific tool check travelers reviews trip, current aqua palms reviews far positive experienced, recent 5 day stay aqua palms different majority traveler reviews, lobby beautiful staff friendly kind great restaurant choices walking distance good stuff sadly ends, reservation deluxe ocean view room queen beds check-in given room actual queen bed queen pull sofa bed, inquiry staff insisted room did queen beds reserved far far advance add saying just bed second right pull sofa, adamant room description absolutely accurate room did queen beds really needed second real bed/mattress traveling 2 nearly adult sized teenage children, sleeping 4 nights standard 2 3 inch pad springs not experience pleasant relaxing, deluxe ocean view blocks away minimally visible neighboring buildings construction equipment, deluxe room mentioned balcony actually sort foot wide cement ledge, noise deluxe view hotel unbelievably loud lanes traffic directly property, combined constant construction heavy equipment noise leads non-relaxing atmosphere room, add incredibly loud air conditioner fan volume tiny room experience true exercise patience tolerance say, breakfast dismal tiny pound-cake type muffins, nuts raisins stuck tops fruit small cups juice, like coffee/hot chocolate etc. 2.00 cup dispensed vending type machine, hmmmm rock hard beds cockroaches halls tiny extremely noisy street pool old stained holey sp, deck furniture aqua plastic accordian type headboards hair sticky, stuff caked on/in ridges blood spots remaining bathroom floor entire 5 day stay etc.are issues addressed management.we not recommend staying aqua palms looking clean quiet comfortable prefer vacationing especially hawaii,  ",1
18254,"read booking good rate want place sleep, hotel, wanting hotel little extras not book hotel, honeymoon july disappointed, read reviews research hotel internet, claimed serve breakfast room deliver paper room brief walk beach, breakfast lobby, know hotels serve lobby n't claim room, did n't receive sunday paper, called ask respond saying n't deliver sunday paper, real bad construction going street, loud early morining, know ca n't help hotels doing mention website, think brief statement construction helpful future customers, construction blocks quick beach access, expect 10 minute walk, booked massage, overbooked, husband sent aqua bamboo 1 mile away, did agree, told come cab 6:30 p.m. did n't leave 7. hate admit like bamboo hotel better, deluxe view not woth money, know small things reason booked hotel miltary discounts, thought attention overcome fact away beach, n't, tripadvisor did exactly job rest stay hawaii maui big island, time hotel earned ratings, not recommend hotel time, way charged twice deposit, check allow time mistakes,  ",1
18261,"different way living 12-6 12-13. good flighs u.s.a. arranged transportation resort days left, highly recommended, no road street signs airport, no stop lights, hang ride life, resort nice room 210 view nice room, worked really good good water pressure, king size bed, cayena small resort right beach, small pool restaurant elcano people staying use, people larger not beach area, monitor beach pool restaurant, food like luke warm cold food love food, buffets luke warm food.the international restaurant served fish good.the deep fried flounder hot, sea food place italian place switched night, remember 3rd world country no food regulations wash dishes cook food temperature food needs cooked, asked 1 time meal cooked longer plate came hotter food cold, bacon pancakes french toast potato cold, hot dish no touched time pan brought day, not waste food, cooks wash pans luke warm water wipe paper towels, use oil lot cooking.utensils 5 gal pail water wipe reuse, 3 days bad stomach wife bladder infection 4 days not caused s-x, people nice, advise people usa learn spanish communicate better, helpful wife got sick, order medication seeing doctor want send no instructions come, thanks college graduate yale pharmacist told wife order vacation, beach nice, excursions school coco plantation sugar cane plantation cigar place visit actual home good eye opener, expect spend 9 hours trip bumpy, really people counrty live thankful, wife did bring school supllies clothes kids orphange ninosdecristo.com melanie works receptionist desk helps, use bring, tipped bartenders cleaning service couple dollars goes long ways not people did, people not make lot money, ok just wished food hotter better tasting,  ",2
18271,"land broken toys stayed 6 days, 1st checked shower room broken told managment fixed 24 hours 23.5 hours expected, told free wireless internet lobby, true 1st days, 3rd night given 3 different answers didnt work lied rude, 4th night came room warm air conditioning broken, fortunately window opended cool, 3rd story children away windows, really loud outside drunk people screming night close window deal heat no win situation, not reccomend hotel unless geting incredible rate like free,  ",2
18278,"convenitent airport overpriced noisy room radisson convenient airport, desk staff clueless asked recommendations fine dining, management provide list restaurants menus driving directions, ac room unbearably noisy, not hear tv came woke times night, noticed number national chain suite hotels nearby breakfast nice convenience early flight catch,  ",2
18287,"lame located far wonderful places florence hotel actually bowling alley, attractively decorated poorly staffed disturbingly poorly maintained new place, ask towels soap experienced plumbing problems, staff not friendly helpful,  ",2
18291,"stay away hilton best advice stay, reviews mentioned hotel middle shuttle runs 8:30pm, learning bus late 11:30pm couple euros, really upset hotel service poor unlike hiltons, honeymoon staying 3 nights, nights rewards stay prepaid ahead time wedding gift, checking difficult tried just pass language barrier thought finally figured second night bell hop comes room drop else__Ç_é_ bags, fortunately dressed head furious, room services did n't work no knew fix no internet no movies no music, checking tried double charge night, 3 different people yelling finally figured, everybody talked staying having sort problem hotel staff, stay recommend,  ",1
18293,"stranded hilton metropole stayed hilton metropole 5 days recent trip florence left earlier planned hotel unsatisfactory, hotel located deserted field way outside florence technically outside city limits, hilton van downtown florence runs 8pm means wish stay florence night prepared pay cab ride public bus, rush hour van ride 45 minutes, additionally staff metropole extremely incompetent tried charge using hilton points, hotel luxurious cares stuck way suburbs, modern luxuries downright frustrating make calls figure use shower lights,  ",1
18332,"mice mice mice mice not stay unless want view mice 3 bar brasserie area like add food storage breakfast, staff not helpful told trap bar, informed mice stay ground not travel tables absolute nonsense, aparantly pest control frequently, wanted view mice went disney world mickey, hotel apologised received money basically tough luck-rooms ok area central not worth money watch mice crawling, advise stay clear,  ",2
18340,"terrible odors bad a/c got tiny room terribly offensive odor, thought cleaning chemicals left window open, returned late night realized actually moldy/mildew smell, probably coming shower not especially clean extensive black mildew caulking, not particularly hot day did n't realize air-conditioner did n't work middle night like cool room sleeping, did n't want open window city noise deal, uncomfortable hot stinky night.i told desk staff issues check-out asked discount not grant sort discount, said notified given different room, not really helpful staying night n't notice problems late middle night, room rate did not include breakfast, food good expensive,  ",1
18362,"place joke price rooms suite perfect.. cheap price..quailty mmmm not goodi booked standard room got upgraded presdential suite suite huge joke big living room no tv lol dont understand really sleeping area fake wooden floor joke.. half broken walked it.. squeeking sounds.. toilet huge strange..you toilet room no washing basin using toilet.. room huge room just basin washing hands thats all.. strange design..the suite dark.. not lights.. service joke dvd/cd player.. quite confusing use called tech guys send 2 normal tech guys no idea use send head guy tech department no idead use took 30 minutes ask manager come knows use it.. 5 minutes came spend 15 minutes.. didnt know use it.. came real good reason pissed kep calm guess said.. said mmm dont know use thing dosent matter got upgraded suppose not equipment deal it.. good luck people actually book suite ask come help guess manager think reason tell guest..,  ",2
18363,"not hotel soo bad recommend rooms small no room bags bed hard bathroom disgusting.breakfast cheap good hotel terrible.never,  ",1
18381,"black hole requested room high floor months arrival no avail, room got 13th floor dark little natural light, staff reception said fully booked try change room following day.needless say did not try hard dungeon days later time checkout, honesty dissapointed room allocated especially hotel knew advance special occasion wife let big time.anybody planning stay make sure room higher floors,  ",2
18382,"not toronto best hotel booked superior rooms checked check time room ready half hour later room ready lower floor asked rooms higher floor, room great view little small decor cheap looking, biggest problem hotel elevators small n't tower, mornings long wait elevators, want good budget hotel place looking luxury want stay,  ",2
18411,"not worth no way st. regis reminds texas culture mile wide inch deep, past ostentatious artistic touches design management n't got practical details running hotel nailed, price level absolutely no negatives list property street noise room indescribable, evidently market street block away main route equipment end town unrelenting cacophany sirens horns bells goes night, architects spent soundproofing far frippery.no night lights, blackout curtains drawn impossible bathroom awakening partner turning light, small thing continual annoyance unanticipated 450 room, lcd control panel handy needs brightness control.the tv menu did n't reflect actually playing moment, minor inconvenience frustrating trying specific program, motel 6 level service.the hall carpets floor 15 track middle appeared nearly worn, companion thinks look intentional, lousy style choice.the food run-of-the-mill hotel fare michelin 5-star prices, n't care short stack pancakes nothing makes worth 16, acknowledge coffee awesome.the housekeeping staff does n't understand concept not disturb sign door guest room, occasion napping sign housekeeper let refresh towels turn beds, nice service lousy co-ordination.no coffee tea room, like hot cup bed not room service finds convenient iron and/or steamer room nice touch-ups n't warrant 20 2-hour round trip valet.in short amenities details finishing touches n't standard finds run-of-the-mill chain, lacking property price near criminal,  ",2
18420,"fairly good stayed 4 nights hotel clean staff frienlybreakfast not good money recommend corner cafe corner 25 yards away good english 9 eurs,  ",1
18445,"room dirty.. hotel room pretty dirty lock not function.. toilet dirty bedsheet yellowish.. stay corner room curtain provide white goodness sleep 5 o'clock sun wake up.. house keeping not changing complaint.. bad experience,  ",1
18446,"bali garden o.k, family stayed bali garden hotel 7 days sure cremation site pool construction fine cheap holiday want pay right ahead, bali garden convenient staff friendly sure not standard oz not fussy just want great time,  ",2
18447,"noisy, 11 stayed bali garden sep 2005 problem room went far write a4 size complaint fell deaf ear.i no power room 7 hours, noise bad n't stay superior unless real heavy sleeper n't mind noise, cemetary door cremations regularly.the pool light wires exposed pool ay april 2005 know way september 2005 december 2005. manager aussie time worse.the lifts n't work n't working 8 months ifound got injured bali returned hotel wheelchair room 3rd floor, no rooms ground floor,  ",1
18468,"not pet friendly travel work 300 nights year travel small dog, residence inn hotels allow pets small fee, great room floor view empire state building, till knocked door middle night asked, upset fact work hours waited till middle night dog, stay dog beware treated differently platium member, not pet friendly like advertise,  ",2
18477,"no elevator, reached reception carrying bags long flights stone stairs small goods elevator press parking valet view place improves dramatically, staff professional friendly atmosphere relaxed, rooms stylish large comfortable.but thundering noise 5 a.m., seconds building-shaking vibration rattled solid walls happened lesser extent second morning not till 6, reception staff looked puzzled asked professed lack authority discount room charge 7 a.m. check-out need talk boss, awaiting decision weeks later restuarant clearly cool destination prices high end good service attentive, entrance building caters obviously dining clientele sleeping hotel good location just stop infernal noise,  ",2
18489,"worst vacation just returned spending week majestic colonial hands-down worst hotel/resort stayed, food worse cafeteria drinks watered tiny cups blasting cc music factory starting 8am 11pm, 7 nights stayed room 4 times got day room filthy, noise worst, nothing relaxing trip blasting music entire time, reasons room cleaned start cleaning service 7:30am not disturb sign door knock, acoustics hear walking ground floor floor 4. unable single night sleep, n't think way recommend staying majestic colonial, furthermore ca n't believe place high rankings does, awful,  ",1
18494,"majestic hotel putan cana-awful assuming people rave majestic single young children questionable, husband traveled extensively stayed 4 5 star hotels, hotel not close 4 5 star hotel, room tiny broken furniture absolutely no privacy bathroom area, girls 4 8. told change shower, curtains stained old mattresses terrible, upgraded bigger room not better, bed daughter sat broke fell floor.the food soooooooooooooooo bad, no italian restaurant hotel advertises mexican japanese restaurants awful, eat buffet places everyday week, french restaurant does n't permit kids 12.the pool area broken concrete place nothing children, bikini contests drinking contests, daily.the kids club outside no sprinklers hot swings broken.it difficult employees speak english and/or correct information.the shows not mediocre.there absolutely nothing not venture grounds, 3 4 tiny shops ridiculously expensive.to saw rat running freely grounds.from witnessed majority guests big time drinkers children europeans n't wear tops, lovely atomosphere kids, think majestic needs make decision cater stop advertising falsely, n't offered free trip, waste time waste money year aruba,  ",1
18504,"unimpressed, just got future sister law 4 day bachelorette party majestic colonial, hotel beautiful not happy service, no waitor service pool nor beach wanted drink bar time, male staff undress eyes really just poor communication skills, food terrible sister law actually got sick nights, room tiny little ants left million bites feet ankles, flea market set property nights staff worked pushy trying buy things, just feel like staying 4 5 star resort n't feel like harassed trying walk resort, say beach ocean amazing, good time company, definitely return punta cana beach beautiful stay hotel,  ",2
